Didymodactylos_carnosus	AllatostatinA	AllatostatinB	Allatotropin	FMRFamide	Leucokinin	NUCB1	Natalisin	NeuropeptideF	OrcokininB	Phoenixin	Tachykinin	Insulinlike	Vasopressin	CCAP
Didymodactylos_carnosus	1	3	1	2	2	12	1	6	2	1	1	6	2	2	
