Rot_socialis	AllatostatinA	CChamide2	CNMamide	FMRFamide	GPA2	GPB2	Leucokinin	NUCB1	Neuroparsin	NeuropeptideF	OrcokininB	Phoenixin	capability	Insulinlike	Vasopressin	CCAP
Rot_socialis	4	2	2	2	2	1	2	5	1	8	2	1	1	4	2	1	
